-2.477472426358589275e-01,-2.135712122771832866e-01,-1.464639386940903565e-01,-1.643430348371613114e-01,-1.617284200757156398e-01,-1.569743711962716115e-01,-1.588820671235859350e-01,-1.429361088174477268e-01,-1.582345792662837869e-01,-1.377702693291446012e-01,-1.610623511089307458e-01,-1.656423035340908456e-01,-1.501250411283871766e-01,-1.659433965072752148e-01,-1.303229455678283633e-01,-1.428940554735419755e-01,-1.445970446338401827e-01,-1.475005712067134767e-01,-1.403384592624768723e-01,-1.447173821209331579e-01,-1.561930751186626498e-01,-1.564313896994052877e-01,-1.648296479637199052e-01,-1.613758718525108438e-01,-1.548000242707222862e-01,-1.674416222502783658e-01,-1.799070848233429443e-01,-2.094763565931061777e-01,-2.529561001494924910e-01,-4.548109458158217100e-01
-3.237529450169263079e-01,-1.695790560525620161e-01,-1.119908430614264816e-01,-1.061555652394729765e-01,-1.119030990749034643e-01,-1.126164340074599091e-01,-1.123352835214975060e-01,-1.134172997954533413e-01,-1.036528633783457970e-01,-1.081090828891013572e-01,-9.896239841846957153e-02,-9.999981781167960326e-02,-1.032601765298480911e-01,-1.135114487299231367e-01,-1.111447093223481980e-01,-1.146895472518753428e-01,-1.045659121019213295e-01,-1.075665779762858959e-01,-1.004344454101705475e-01,-1.027347315934198924e-01,-9.462087160380738826e-02,-1.020129831124035047e-01,-9.837922726973249987e-02,-1.014392938636964475e-01,-9.752021581878268786e-02,-1.051932235674994248e-01,-1.006871019608431145e-01,-1.034723949365586315e-01,-1.015848436502027607e-01,-1.539820953189962871e-01
-5.034947668918931390e-02,-1.546075233551194861e-01,-1.639197096800089071e-01,-1.239560253468267731e-01,-1.463478957709496708e-01,-1.286668785283832384e-01,-1.474141209744464776e-01,-1.542128544382733724e-01,-1.396167420294967820e-01,-1.279027320631687392e-01,-1.242346867488610535e-01,-1.398237120568217584e-01,-1.250928204148337441e-01,-1.301669804642864581e-01,-1.345777665592712002e-01,-1.131045515687717218e-01,-1.610067978352428264e-01,-1.305443171831842386e-01,-1.548544019263678184e-01,-1.455009152513810911e-01,-1.484659008871475339e-01,-1.461531137383380308e-01,-1.422060085883294356e-01,-1.541905193829490595e-01,-1.402541331021084081e-01,-1.365616511738480254e-01,-1.119968718022746612e-01,-1.392063055813899386e-01,-1.396425557858425592e-01,-1.239245609987808805e-01
-2.276708549782192892e-01,-2.586229272116020161e-01,-9.753904481128676529e-02,-1.120958266282316984e-01,-1.087946086047801436e-01,-1.234764541992398740e-01,-1.069798506376182096e-01,-1.000832186020457759e-01,-1.032048867463122160e-01,-1.355652915097949329e-01,-1.323643387680284444e-01,-1.061438696988203922e-01,-1.036464322881413685e-01,-1.058994572138339252e-01,-1.072655570004869136e-01,-1.074528092165442095e-01,-1.057430285250824803e-01,-1.265639533705061326e-01,-1.361360384083724895e-01,-1.185107327443304243e-01,-1.046495555532528376e-01,-1.020849567177761069e-01,-1.040941431155796848e-01,-1.114387690594933061e-01,-1.118590665406048040e-01,-1.097376914071576115e-01,-1.447324972531087717e-01,-1.368854228120996996e-01,-1.743535732457899834e-01,-1.742270531036351766e-01
-1.802187220339891427e-01,-1.703158161659396597e-01,-1.568090741106956676e-01,-1.521442573903669659e-01,-1.544351853599452706e-01,-1.616015170797305001e-01,-1.452695935017542794e-01,-1.543784211244433602e-01,-1.417175336311292111e-01,-1.368362108010823253e-01,-1.356404588668284616e-01,-1.561447917452137013e-01,-1.593643912285769848e-01,-1.456525958906870755e-01,-1.568847834193022039e-01,-1.351561102486476540e-01,-1.404585702094798827e-01,-1.412779842992505919e-01,-1.427218418129062305e-01,-1.363837386901223525e-01,-1.364516183516001901e-01,-1.398768115121848676e-01,-1.674117702790436091e-01,-1.724958993598318946e-01,-1.592803394197250810e-01,-1.620897023502225198e-01,-1.379760321034010917e-01,-1.526622344531738951e-01,-1.422621589637855233e-01,-2.785987592215178332e-01
-3.147618336417321583e-01,-1.351283932635857221e-01,-2.023041277503441482e-01,-1.833474040605326261e-01,-1.810924688039552699e-01,-1.869464871287746521e-01,-1.856106882087132370e-01,-1.874824952086512064e-01,-1.780292511764264285e-01,-1.844406478386543258e-01,-1.806884074624863501e-01,-1.778213365049490513e-01,-1.516293901210426232e-01,-1.721754911458343862e-01,-1.423018324081815056e-01,-1.808574341057344326e-01,-1.454818245145502453e-01,-1.493106535544997948e-01,-1.532966717579024030e-01,-1.679026782990578615e-01,-1.449543132302053561e-01,-1.506920099338963648e-01,-1.481510799584896954e-01,-1.446707997216936104e-01,-1.553221151664164190e-01,-1.458604711814203425e-01,-1.356847742647064592e-01,-1.623134714173498083e-01,-1.355415088802376100e-01,-1.663212836877803469e-01
-3.032684221640845057e-01,-1.191796886561619084e-01,-1.366502989976191573e-01,-1.287816601657679472e-01,-1.301864790735763888e-01,-1.170158568398532994e-01,-1.223162496519991926e-01,-1.126706123512238589e-01,-1.100382909280525900e-01,-1.300452561241980665e-01,-1.169622596047183855e-01,-1.139849521435379320e-01,-1.393967901479693516e-01,-1.346758973795213477e-01,-9.885772881198663653e-02,-1.138885111573485487e-01,-1.033157574562010156e-01,-1.321604652473562513e-01,-1.182158776244316839e-01,-1.292067747380938880e-01,-1.716188793864436846e-01,-1.696704055550445345e-01,-1.739180049347379409e-01,-1.298052345951961062e-01,-1.290524434922762365e-01,-1.167740681574551548e-01,-1.361241120757402667e-01,-1.360716262378735830e-01,-7.626818449781336273e-02,-4.557160610292134706e-01
-1.668960309583636947e-01,-1.894898876170652280e-01,-2.388564873841958758e-01,-1.681253231289551175e-01,-1.868378094564602521e-01,-1.961919402331211426e-01,-2.275855238125321645e-01,-2.039271286124826610e-01,-1.586688712336765117e-01,-1.761061910953209686e-01,-1.617052263577471449e-01,-1.631241698998825707e-01,-1.622989135445800923e-01,-1.555794563412372933e-01,-1.629659752116344174e-01,-1.360931992999623308e-01,-1.439256489454686094e-01,-1.365228936182296127e-01,-1.300362572676074524e-01,-1.618013357664762619e-01,-1.475989142983819002e-01,-1.243443044221328314e-01,-1.593482873568141389e-01,-1.443010418900920744e-01,-1.444728400232900556e-01,-1.450655450679024516e-01,-1.483446159242566842e-01,-1.524153881751534045e-01,-1.471979120272596253e-01,-1.874401317201994654e-01
-1.156891719788589318e-01,-1.241077483529472447e-01,-1.300780358949507054e-01,-1.682839800470072034e-01,-1.452530861426685749e-01,-1.416405057652869171e-01,-1.403272229688521944e-01,-1.265804990312059952e-01,-1.326237491241377686e-01,-1.311991636920429583e-01,-1.709193845745195506e-01,-1.516751606066371050e-01,-1.523449709553912346e-01,-1.491895829811067387e-01,-1.265459860948577042e-01,-1.278043051601575886e-01,-1.305900301364992799e-01,-1.339743981641200732e-01,-1.322662497006799887e-01,-1.404563421924630295e-01,-1.485429945087324288e-01,-1.444277044694954604e-01,-1.583305852354699450e-01,-1.216640926047067722e-01,-1.608626429349155063e-01,-1.709063742831192778e-01,-1.921331024452229419e-01,-1.994449154057535145e-01,-2.192615985465218575e-01,-2.156637971278759502e-01
-2.516980890710647789e-01,-1.928087308034376335e-01,-1.617507022322187404e-01,-1.384479562527096141e-01,-1.497438584655383653e-01,-1.334779695831903590e-01,-1.460917056275515546e-01,-1.292787593550047964e-01,-1.308039735617751997e-01,-1.242025271367945827e-01,-1.246911092079837913e-01,-1.017680962469256212e-01,-1.339794033108925586e-01,-1.366515161005033840e-01,-1.346136576432239718e-01,-1.354700493788963955e-01,-1.321952890945569115e-01,-1.297584127766012729e-01,-1.276366800180503969e-01,-1.145441173686437830e-01,-1.197531153044939650e-01,-1.240724039802020146e-01,-1.145229057758533342e-01,-1.241670985869490346e-01,-1.076610505331389439e-01,-1.213328792101170811e-01,-1.157960251293626147e-01,-1.558917958304424367e-01,-1.619475625532423579e-01,-1.499567010342355844e-01
